date,city,aqi,temperature,festival,outbreak,patients_admitted
2025-07-09,Delhi,103.0,33.9,,0,157
2025-07-10,Delhi,20.0,53.8,,0,187
2025-07-11,Delhi,143.0,32.0,,0,186
2025-07-12,Delhi,154.0,27.4,,0,150
2025-07-13,Delhi,154.0,27.5,,0,148
2025-07-14,Delhi,222.0,30.1,,1,220
2025-07-15,Delhi,258.0,25.3,,1,216
2025-07-16,Delhi,262.0,24.3,,1,216
2025-07-17,Delhi,115.0,24.2,,1,186
2025-07-18,Delhi,211.0,34.2,,1,211
2025-07-19,Delhi,122.0,34.0,,1,154
2025-07-20,Delhi,217.0,32.0,,1,166
2025-07-21,Delhi,187.0,21.8,,1,199
2025-07-22,Delhi,39.0,15.2,,1,171
2025-07-23,Delhi,126.0,29.1,,1,179
2025-07-24,Delhi,172.0,33.1,,1,190
2025-07-25,Delhi,152.0,39.8,,1,196
2025-07-26,Delhi,156.0,28.7,,1,151
2025-07-27,Delhi,113.0,20.1,,1,133
2025-07-28,Delhi,240.0,22.9,,1,211
2025-07-29,Delhi,226.0,25.7,,1,213
2025-07-30,Delhi,47.0,26.8,,1,170
2025-07-31,Delhi,172.0,14.6,,1,201
2025-08-01,Delhi,102.0,30.4,,1,170
2025-08-02,Delhi,250.0,45.2,,1,180
2025-08-03,Delhi,118.0,29.2,,1,130
2025-08-04,Delhi,233.0,34.3,,1,212
2025-08-05,Delhi,189.0,38.5,,1,193
2025-08-06,Delhi,175.0,21.6,,1,197
2025-08-07,Delhi,23.0,27.2,,1,170
2025-08-08,Delhi,94.0,22.3,,1,167
2025-08-09,Delhi,246.0,19.0,,1,169
2025-08-10,Delhi,260.0,25.0,,1,174
2025-08-11,Delhi,228.0,23.2,,0,198
2025-08-12,Delhi,117.0,25.8,,0,163
2025-08-13,Delhi,201.0,26.2,,0,180
2025-08-14,Delhi,329.0,39.5,,0,216
2025-08-15,Delhi,247.0,36.8,Independence Day,0,236
2025-08-16,Delhi,186.0,21.9,,0,139
2025-08-17,Delhi,135.0,27.9,,0,126
2025-08-18,Delhi,218.0,15.1,,0,166
2025-08-19,Delhi,58.0,15.3,,0,145
2025-08-20,Delhi,286.0,29.1,,0,207
2025-08-21,Delhi,140.0,43.3,,0,176
2025-08-22,Delhi,84.0,13.9,,0,155
2025-08-23,Delhi,272.0,32.8,,0,156
2025-08-24,Delhi,301.0,19.0,,0,180
2025-08-25,Delhi,100.0,14.8,,0,148
2025-08-26,Delhi,90.0,32.0,,1,158
2025-08-27,Delhi,153.0,4.9,,1,193
2025-08-28,Delhi,20.0,25.3,,1,162
2025-08-29,Delhi,213.0,25.5,,1,211
2025-08-30,Delhi,187.0,34.2,,1,148
2025-08-31,Delhi,180.0,38.0,,1,158
2025-09-01,Delhi,185.0,33.4,,1,181
2025-09-02,Delhi,20.0,27.5,,1,169
2025-09-03,Delhi,62.0,30.8,,0,151
2025-09-04,Delhi,20.0,17.8,,0,144
2025-09-05,Delhi,39.0,23.8,,0,158
2025-09-06,Delhi,213.0,25.6,,0,136
2025-09-07,Delhi,121.0,22.1,,0,116
2025-09-08,Delhi,201.0,36.3,,0,186
2025-09-09,Delhi,261.0,37.6,,0,192
2025-09-10,Delhi,221.0,22.9,,0,189
2025-09-11,Delhi,164.0,22.2,,0,165
2025-09-12,Delhi,83.0,23.4,,0,131
2025-09-13,Delhi,185.0,40.8,,0,146
2025-09-14,Delhi,237.0,19.5,,0,135
2025-09-15,Delhi,293.0,13.0,,2,234
2025-09-16,Delhi,171.0,25.8,,2,213
2025-09-17,Delhi,82.0,26.5,,2,172
2025-09-18,Delhi,20.0,23.7,,2,179
2025-09-19,Delhi,220.0,22.3,,2,203
2025-09-20,Delhi,104.0,34.5,,2,140
2025-09-21,Delhi,297.0,32.3,,2,202
2025-09-22,Delhi,112.0,32.2,,2,180
2025-09-23,Delhi,46.0,28.2,,2,182
2025-09-24,Delhi,261.0,26.4,,2,222
2025-09-25,Delhi,272.0,34.5,,2,231
2025-09-26,Delhi,175.0,12.9,,2,196
2025-09-27,Delhi,231.0,18.9,,2,173
2025-09-28,Delhi,450.0,11.6,,2,268
2025-09-29,Delhi,145.0,22.5,,2,186
2025-09-30,Delhi,233.0,11.6,,2,203
2025-10-01,Delhi,329.0,16.6,,2,253
2025-10-02,Delhi,113.0,28.6,Gandhi Jayanti,2,210
2025-10-03,Delhi,336.0,8.3,,2,250
2025-10-04,Delhi,185.0,24.2,,2,178
2025-10-05,Delhi,188.0,20.2,,2,181
2025-10-06,Delhi,253.0,26.9,,2,225
2025-10-07,Delhi,279.0,17.3,,0,190
2025-10-08,Delhi,260.0,9.4,,2,238
2025-10-09,Delhi,171.0,15.1,,2,199
2025-10-10,Delhi,272.0,28.2,,2,238
2024-01-01,Mumbai,146.0,11.4,New Year,0,264
2024-01-02,Mumbai,162.0,25.8,,0,236
2024-01-03,Mumbai,213.0,22.5,,0,228
2024-01-04,Mumbai,141.0,20.8,,1,235
2024-01-05,Mumbai,125.0,18.9,,1,236
2024-01-06,Mumbai,200.0,28.8,,1,192
2024-01-07,Mumbai,124.0,21.8,,1,170
2024-01-08,Mumbai,205.0,20.3,,1,237
2024-01-09,Mumbai,177.0,18.1,,1,224
2024-01-10,Mumbai,177.0,16.3,,1,245
2024-01-11,Mumbai,100.0,14.4,,1,214
2024-01-12,Mumbai,177.0,25.4,,1,241
2024-01-13,Mumbai,117.0,26.3,,1,184
2024-01-14,Mumbai,110.0,22.7,,1,172
2024-01-15,Mumbai,181.0,22.7,,1,241
2024-01-16,Mumbai,202.0,19.1,,1,254
2024-01-17,Mumbai,227.0,30.1,,1,239
2024-01-18,Mumbai,161.0,15.8,,1,217
2024-01-19,Mumbai,177.0,22.1,,1,244
2024-01-20,Mumbai,194.0,28.7,,1,201
2024-01-21,Mumbai,316.0,25.0,,1,252
2024-01-22,Mumbai,53.0,29.2,,1,218
2024-01-23,Mumbai,73.0,25.5,,1,217
2024-01-24,Mumbai,199.0,27.9,,1,237
2024-01-25,Mumbai,221.0,24.0,,1,267
2024-01-26,Mumbai,160.0,22.1,,1,238
2024-01-27,Mumbai,175.0,21.4,,1,192
2024-01-28,Mumbai,109.0,22.4,,1,182
2024-01-29,Mumbai,163.0,28.2,,0,223
2024-01-30,Mumbai,98.0,26.6,,0,204
2024-01-31,Mumbai,139.0,22.2,,0,220
2024-02-01,Mumbai,178.0,24.2,,0,226
2024-02-02,Mumbai,187.0,27.1,,0,238
2024-02-03,Mumbai,169.0,23.4,,0,182
2024-02-04,Mumbai,123.0,24.7,,0,170
2024-02-05,Mumbai,103.0,26.1,,0,210
2024-02-06,Mumbai,135.0,31.5,,0,219
2024-02-07,Mumbai,264.0,26.7,,0,248
2024-02-08,Mumbai,187.0,31.8,,0,229
2024-02-09,Mumbai,176.0,21.3,,0,224
2024-02-10,Mumbai,243.0,18.3,,0,221
2024-02-11,Mumbai,209.0,35.1,,0,199
2024-02-12,Mumbai,120.0,19.8,,0,219
2024-02-13,Mumbai,98.0,30.8,,0,198
2024-02-14,Mumbai,247.0,25.4,,0,259
2024-02-15,Mumbai,206.0,21.7,,0,235
2024-02-16,Mumbai,205.0,25.2,,0,258
2024-02-17,Mumbai,206.0,24.1,,0,197
2024-02-18,Mumbai,185.0,25.7,,0,199
2024-02-19,Mumbai,268.0,27.7,,0,266
2024-02-20,Mumbai,114.0,21.7,,0,200
2024-02-21,Mumbai,250.0,32.2,,0,262
2024-02-22,Mumbai,153.0,25.2,,0,208
2024-02-23,Mumbai,146.0,31.1,,0,233
2024-02-24,Mumbai,132.0,20.4,,0,170
2024-02-25,Mumbai,213.0,24.4,,0,194
2024-02-26,Mumbai,238.0,27.4,,0,260
2024-02-27,Mumbai,333.0,25.9,,0,279
2024-02-28,Mumbai,240.0,32.2,,0,254
2024-02-29,Mumbai,190.0,21.1,,0,235
2024-03-01,Mumbai,118.0,23.7,,0,211
2024-03-02,Mumbai,119.0,25.9,,0,170
2024-03-03,Mumbai,70.0,30.0,,0,172
2024-03-04,Mumbai,188.0,25.7,,3,282
2024-03-05,Mumbai,147.0,30.9,,3,283
2024-03-06,Mumbai,87.0,30.8,,3,264
2024-03-07,Mumbai,52.0,29.7,,3,273
2024-03-08,Mumbai,173.0,18.4,Holi,3,358
2024-03-09,Mumbai,104.0,30.7,,3,230
2024-03-10,Mumbai,141.0,29.6,,3,254
2024-03-11,Mumbai,63.0,29.1,,3,266
2024-03-12,Mumbai,148.0,23.6,,3,285
2024-03-13,Mumbai,105.0,31.3,,3,283
2024-03-14,Mumbai,58.0,27.7,,3,268
2024-03-15,Mumbai,57.0,26.7,,3,271
2024-03-16,Mumbai,241.0,29.4,,3,257
2024-03-17,Mumbai,92.0,31.8,,3,242
2024-03-18,Mumbai,41.0,20.3,,3,289
2024-03-19,Mumbai,139.0,24.4,,3,290
2024-03-20,Mumbai,20.0,28.0,,0,217
2024-03-21,Mumbai,166.0,24.0,,0,235
2024-03-22,Mumbai,103.0,25.0,,0,207
2024-03-23,Mumbai,153.0,31.7,,0,180
2024-03-24,Mumbai,20.0,29.4,,2,217
2024-03-25,Mumbai,168.0,24.0,,2,276
2024-03-26,Mumbai,182.0,29.0,,2,277
2024-03-27,Mumbai,137.0,20.3,,2,259
2024-03-28,Mumbai,108.0,34.4,,2,255
2024-03-29,Mumbai,105.0,28.4,Good Friday,2,276
2024-03-30,Mumbai,182.0,27.0,,2,225
2024-03-31,Mumbai,123.0,32.3,,2,190
2024-04-01,Mumbai,90.0,29.9,,2,259
2024-04-02,Mumbai,95.0,21.6,,0,219
2024-04-03,Mumbai,88.0,24.4,,0,213
2024-04-04,Mumbai,89.0,36.3,,0,219
2024-04-05,Mumbai,153.0,24.8,,0,232
2024-04-06,Mumbai,196.0,35.0,,0,204
2024-04-07,Mumbai,124.0,35.2,,0,188
2024-04-08,Mumbai,196.0,26.7,,0,247
2024-04-09,Mumbai,135.0,31.5,,0,229
2024-04-10,Mumbai,192.0,32.9,,0,244
2024-04-11,Mumbai,68.0,31.4,Eid,0,232
2024-04-12,Mumbai,87.0,25.6,,0,208
2024-04-13,Mumbai,163.0,29.4,,0,177
2024-04-14,Mumbai,196.0,32.1,,0,202
2024-04-15,Mumbai,166.0,25.8,,0,235
2024-04-16,Mumbai,148.0,25.5,,0,221
2024-04-17,Mumbai,69.0,33.1,,0,221
2024-04-18,Mumbai,58.0,32.6,,0,219
2024-04-19,Mumbai,73.0,36.2,,0,223
2024-04-20,Mumbai,42.0,30.9,,0,163
2024-04-21,Mumbai,154.0,29.4,,0,184
2024-04-22,Mumbai,136.0,32.6,,0,212
2024-04-23,Mumbai,178.0,27.5,,0,229
2024-04-24,Mumbai,108.0,30.7,,0,214
2024-04-25,Mumbai,29.0,33.5,,0,218
2024-04-26,Mumbai,186.0,32.5,,0,248
2024-04-27,Mumbai,168.0,32.4,,0,186
2024-04-28,Mumbai,121.0,29.7,,0,183
2024-04-29,Mumbai,52.0,29.0,,0,215
2024-04-30,Mumbai,20.0,33.7,,0,219
2024-05-01,Mumbai,117.0,28.7,,0,209
2024-05-02,Mumbai,194.0,39.2,,0,249
2024-05-03,Mumbai,54.0,34.9,,0,222
2024-05-04,Mumbai,204.0,33.7,,0,188
2024-05-05,Mumbai,168.0,33.5,,0,196
2024-05-06,Mumbai,163.0,33.3,,0,234
2024-05-07,Mumbai,71.0,43.9,,0,224
2024-05-08,Mumbai,62.0,33.3,,0,210
2024-05-09,Mumbai,33.0,36.2,,0,217
2024-05-10,Mumbai,97.0,32.6,,0,205
2024-05-11,Mumbai,137.0,35.1,,0,185
2024-05-12,Mumbai,80.0,35.5,,0,164
2024-05-13,Mumbai,134.0,32.3,,0,216
2024-05-14,Mumbai,110.0,31.2,,0,207
2024-05-15,Mumbai,87.0,29.3,,0,206
2024-05-16,Mumbai,106.0,31.1,,0,209
2024-05-17,Mumbai,35.0,30.3,,0,200
2024-05-18,Mumbai,68.0,30.3,,0,159
2024-05-19,Mumbai,188.0,27.7,,0,193
2024-05-20,Mumbai,92.0,30.7,,0,201
2024-05-21,Mumbai,24.0,31.8,,0,206
2024-05-22,Mumbai,135.0,33.2,,0,240
2024-05-23,Mumbai,49.0,35.6,,0,214
2024-05-24,Mumbai,78.0,36.2,,0,210
2024-05-25,Mumbai,61.0,23.2,,0,175
2024-05-26,Mumbai,161.0,34.5,,0,181
2024-05-27,Mumbai,181.0,33.2,,0,229
2024-05-28,Mumbai,162.0,32.4,,0,214
2024-05-29,Mumbai,20.0,26.8,,0,214
2024-05-30,Mumbai,102.0,25.9,,0,200
2024-05-31,Mumbai,95.0,34.1,,0,222
2024-06-01,Mumbai,171.0,41.6,,0,189
2024-06-02,Mumbai,20.0,36.2,,0,168
2024-06-03,Mumbai,35.0,30.4,,0,199
2024-06-04,Mumbai,112.0,31.1,,0,200
2024-06-05,Mumbai,101.0,37.7,,0,209
2024-06-06,Mumbai,96.0,29.5,,0,201
2024-06-07,Mumbai,114.0,28.5,,0,214
2024-06-08,Mumbai,72.0,35.1,,0,168
2024-06-09,Mumbai,151.0,30.4,,0,177
2024-06-10,Mumbai,54.0,31.9,,0,196
2024-06-11,Mumbai,57.0,34.1,,0,202
2024-06-12,Mumbai,170.0,32.1,,0,202
2024-06-13,Mumbai,65.0,30.9,,0,214
2024-06-14,Mumbai,60.0,28.5,,0,209
2024-06-15,Mumbai,101.0,35.0,,0,194
2024-06-16,Mumbai,93.0,30.9,,0,154
2024-06-17,Mumbai,104.0,32.8,,0,200
2024-06-18,Mumbai,102.0,29.4,,0,199
2024-06-19,Mumbai,33.0,31.2,,0,211
2024-06-20,Mumbai,106.0,31.2,,0,208
2024-06-21,Mumbai,182.0,32.3,,0,231
2024-06-22,Mumbai,167.0,33.5,,0,173
2024-06-23,Mumbai,87.0,33.4,,0,157
2024-06-24,Mumbai,125.0,27.1,,0,214
2024-06-25,Mumbai,67.0,29.4,,0,207
2024-06-26,Mumbai,140.0,37.1,,0,214
2024-06-27,Mumbai,79.0,26.4,,0,196
2024-06-28,Mumbai,67.0,28.3,,0,201
2024-06-29,Mumbai,33.0,33.3,,0,129
2024-06-30,Mumbai,194.0,31.4,,0,185
2024-07-01,Mumbai,166.0,29.1,,0,232
2024-07-02,Mumbai,76.0,35.3,,0,197
2024-07-03,Mumbai,60.0,30.7,,0,189
2024-07-04,Mumbai,101.0,39.7,,0,191
2024-07-05,Mumbai,87.0,27.3,,0,213
2024-07-06,Mumbai,96.0,28.8,,0,162
2024-07-07,Mumbai,48.0,34.9,,0,153
2024-07-08,Mumbai,185.0,36.0,,0,215
2024-07-09,Mumbai,42.0,32.2,,0,196
2024-07-10,Mumbai,39.0,32.3,,0,207
2024-07-11,Mumbai,120.0,32.9,,0,199
2024-07-12,Mumbai,20.0,35.0,,0,180
2024-07-13,Mumbai,47.0,30.9,,0,165
2024-07-14,Mumbai,20.0,35.2,,0,165
2024-07-15,Mumbai,66.0,32.1,,0,205
2024-07-16,Mumbai,148.0,30.4,,0,196
2024-07-17,Mumbai,20.0,30.6,,0,198
2024-07-18,Mumbai,114.0,34.3,,0,182
2024-07-19,Mumbai,71.0,33.1,,0,196
2024-07-20,Mumbai,89.0,30.3,,0,152
2024-07-21,Mumbai,41.0,32.5,,0,152
2024-07-22,Mumbai,83.0,29.4,,0,197
2024-07-23,Mumbai,98.0,29.8,,0,194
2024-07-24,Mumbai,20.0,36.7,,0,202
2024-07-25,Mumbai,150.0,26.6,,0,201
2024-07-26,Mumbai,37.0,24.9,,0,187
2024-07-27,Mumbai,100.0,27.2,,0,144
2024-07-28,Mumbai,30.0,30.8,,0,135
2024-07-29,Mumbai,106.0,38.9,,0,200
2024-07-30,Mumbai,108.0,30.8,,0,194
2024-07-31,Mumbai,125.0,26.7,,0,211
2024-08-01,Mumbai,189.0,33.1,,0,223
2024-08-02,Mumbai,118.0,32.6,,0,193
2024-08-03,Mumbai,78.0,36.3,,0,151
2024-08-04,Mumbai,105.0,31.3,,0,157
2024-08-05,Mumbai,124.0,24.4,,0,195
2024-08-06,Mumbai,111.0,28.0,,0,202
2024-08-07,Mumbai,157.0,29.4,,0,219
2024-08-08,Mumbai,144.0,28.4,,0,204
2024-08-09,Mumbai,112.0,26.6,,0,195
2024-08-10,Mumbai,20.0,26.5,,0,143
2024-08-11,Mumbai,165.0,29.2,,0,163
2024-08-12,Mumbai,52.0,35.2,,0,207
2024-08-13,Mumbai,71.0,28.9,,0,186
2024-08-14,Mumbai,127.0,23.2,,1,220
2024-08-15,Mumbai,55.0,35.0,Independence Day,1,214
2024-08-16,Mumbai,161.0,30.3,,1,220
2024-08-17,Mumbai,93.0,27.8,,1,171
2024-08-18,Mumbai,111.0,30.7,,1,153
2024-08-19,Mumbai,32.0,29.3,,1,195
2024-08-20,Mumbai,37.0,29.0,,1,199
2024-08-21,Mumbai,97.0,28.3,,1,192
2024-08-22,Mumbai,41.0,35.1,,1,196
2024-08-23,Mumbai,108.0,32.3,,1,201
2024-08-24,Mumbai,178.0,32.1,,1,196
2024-08-25,Mumbai,57.0,27.5,,1,162
2024-08-26,Mumbai,77.0,36.7,Janmashtami,0,216
2024-08-27,Mumbai,41.0,28.9,,0,187
2024-08-28,Mumbai,151.0,34.1,,0,195
2024-08-29,Mumbai,27.0,25.4,,0,186
2024-08-30,Mumbai,50.0,30.8,,0,187
2024-08-31,Mumbai,42.0,30.0,,0,146
2024-09-01,Mumbai,194.0,30.5,,0,146
2024-09-02,Mumbai,67.0,25.3,,0,201
2024-09-03,Mumbai,96.0,22.6,,0,167
2024-09-04,Mumbai,90.0,37.7,,0,190
2024-09-05,Mumbai,71.0,26.5,,0,180
2024-09-06,Mumbai,118.0,38.8,,0,189
2024-09-07,Mumbai,20.0,31.2,,0,132
2024-09-08,Mumbai,113.0,34.1,,0,144
2024-09-09,Mumbai,76.0,31.6,,0,182
2024-09-10,Mumbai,152.0,34.0,,0,189
2024-09-11,Mumbai,120.0,30.1,,0,183
2024-09-12,Mumbai,20.0,35.3,,0,189
2024-09-13,Mumbai,75.0,30.2,,0,185
2024-09-14,Mumbai,124.0,32.8,,0,166
2024-09-15,Mumbai,84.0,26.6,,0,151
2024-09-16,Mumbai,32.0,29.5,,1,199
2024-09-17,Mumbai,50.0,30.7,,1,195
2024-09-18,Mumbai,37.0,26.9,,1,189
2024-09-19,Mumbai,142.0,35.6,,1,218
2024-09-20,Mumbai,96.0,28.5,,1,206
2024-09-21,Mumbai,148.0,27.3,,1,172
2024-09-22,Mumbai,123.0,23.2,,1,172
2024-09-23,Mumbai,177.0,32.3,,1,210
2024-09-24,Mumbai,20.0,30.4,,1,191
2024-09-25,Mumbai,104.0,33.6,,1,193
2024-09-26,Mumbai,71.0,28.5,,1,186
2024-09-27,Mumbai,52.0,27.4,,1,194
2024-09-28,Mumbai,120.0,38.3,,1,170
2024-09-29,Mumbai,48.0,32.8,,1,143
2024-09-30,Mumbai,21.0,24.6,,1,194
2024-10-01,Mumbai,89.0,26.8,,1,199
2024-10-02,Mumbai,173.0,27.2,Gandhi Jayanti,1,264
2024-10-03,Mumbai,137.0,21.9,,1,199
2024-10-04,Mumbai,204.0,22.9,,1,218
2024-10-05,Mumbai,177.0,28.0,,1,171
2024-10-06,Mumbai,131.0,22.4,,0,158
2024-10-07,Mumbai,173.0,28.6,,0,206
2024-10-08,Mumbai,157.0,32.1,,0,216
2024-10-09,Mumbai,69.0,24.8,,0,185
2024-10-10,Mumbai,248.0,23.6,,0,228
2024-10-11,Mumbai,75.0,19.9,,0,184
2024-10-12,Mumbai,219.0,26.0,Dussehra,0,203
2024-10-13,Mumbai,132.0,27.3,,0,160
2024-10-14,Mumbai,190.0,20.5,,0,214
2024-10-15,Mumbai,74.0,17.7,,0,189
2024-10-16,Mumbai,69.0,30.7,,0,194
2024-10-17,Mumbai,91.0,16.6,,0,173
2024-10-18,Mumbai,94.0,24.2,,0,182
2024-10-19,Mumbai,137.0,24.8,,0,148
2024-10-20,Mumbai,143.0,21.5,,0,137
2024-10-21,Mumbai,86.0,21.6,,0,181
2024-10-22,Mumbai,30.0,19.9,,0,199
2024-10-23,Mumbai,81.0,25.9,,0,187
2024-10-24,Mumbai,116.0,20.4,,0,173
2024-10-25,Mumbai,195.0,21.7,,0,208
2024-10-26,Mumbai,145.0,22.1,,0,156
2024-10-27,Mumbai,86.0,28.9,,0,144
2024-10-28,Mumbai,175.0,22.6,,0,207
2024-10-29,Mumbai,80.0,24.0,,0,190
2024-10-30,Mumbai,116.0,24.4,,0,182
2024-10-31,Mumbai,129.0,29.5,,0,195
2024-11-01,Mumbai,284.0,23.0,Diwali,0,314
2024-11-02,Mumbai,165.0,26.3,,0,142
2024-11-03,Mumbai,179.0,26.4,,0,161
2024-11-04,Mumbai,150.0,32.4,,0,193
2024-11-05,Mumbai,177.0,22.0,,0,197
2024-11-06,Mumbai,143.0,21.9,,0,197
2024-11-07,Mumbai,186.0,29.1,,0,213
2024-11-08,Mumbai,239.0,26.0,,0,236
2024-11-09,Mumbai,94.0,31.1,,0,161
2024-11-10,Mumbai,214.0,26.4,,0,167
2024-11-11,Mumbai,240.0,26.2,,0,233
2024-11-12,Mumbai,113.0,23.5,,0,183
2024-11-13,Mumbai,144.0,21.7,,0,198
2024-11-14,Mumbai,142.0,12.2,,0,215
2024-11-15,Mumbai,160.0,24.6,Guru Nanak Jayanti,0,231
2024-11-16,Mumbai,133.0,27.8,,0,156
2024-11-17,Mumbai,179.0,18.4,,0,164
2024-11-18,Mumbai,211.0,17.1,,0,221
2024-11-19,Mumbai,219.0,15.2,,0,214
2024-11-20,Mumbai,259.0,13.0,,1,247
2024-11-21,Mumbai,173.0,25.5,,1,214
2024-11-22,Mumbai,168.0,24.1,,1,219
2024-11-23,Mumbai,190.0,18.1,,1,185
2024-11-24,Mumbai,132.0,22.2,,1,182
2024-11-25,Mumbai,243.0,28.5,,1,243
2024-11-26,Mumbai,215.0,23.8,,1,239
2024-11-27,Mumbai,166.0,30.4,,1,235
2024-11-28,Mumbai,207.0,22.6,,1,237
2024-11-29,Mumbai,197.0,21.2,,1,241
2024-11-30,Mumbai,124.0,24.8,,1,151
2024-12-01,Mumbai,142.0,31.5,,1,183
2024-12-02,Mumbai,247.0,20.5,,1,250
2024-12-03,Mumbai,234.0,25.7,,1,250
2024-12-04,Mumbai,252.0,19.0,,1,250
2024-12-05,Mumbai,82.0,18.8,,1,215
2024-12-06,Mumbai,124.0,26.1,,1,227
2024-12-07,Mumbai,161.0,25.2,,1,187
2024-12-08,Mumbai,109.0,20.6,,1,158
2024-12-09,Mumbai,143.0,25.9,,1,215
2024-12-10,Mumbai,168.0,18.9,,0,223
2024-12-11,Mumbai,143.0,29.1,,0,197
2024-12-12,Mumbai,172.0,15.6,,0,210
2024-12-13,Mumbai,178.0,21.5,,0,210
2024-12-14,Mumbai,83.0,22.2,,0,152
2024-12-15,Mumbai,136.0,21.8,,0,155
2024-12-16,Mumbai,176.0,19.4,,0,214
2024-12-17,Mumbai,103.0,26.4,,0,197
2024-12-18,Mumbai,121.0,27.1,,0,189
2024-12-19,Mumbai,93.0,26.4,,0,187
2024-12-20,Mumbai,146.0,25.1,,0,204
2024-12-21,Mumbai,271.0,17.5,,0,207
2024-12-22,Mumbai,129.0,26.0,,0,168
2024-12-23,Mumbai,91.0,28.9,,0,187
2024-12-24,Mumbai,118.0,19.6,,0,192
2024-12-25,Mumbai,219.0,28.1,Christmas,0,257
2024-12-26,Mumbai,204.0,24.4,,0,221
2024-12-27,Mumbai,79.0,18.8,,0,197
2024-12-28,Mumbai,141.0,25.0,,0,166
2024-12-29,Mumbai,93.0,17.5,,0,151
2024-12-30,Mumbai,161.0,21.5,,0,215
2024-12-31,Mumbai,166.0,25.0,,0,212
2025-01-01,Mumbai,239.0,21.6,New Year,0,289
2025-01-02,Mumbai,211.0,23.3,,0,236
2025-01-03,Mumbai,197.0,27.6,,0,222
2025-01-04,Mumbai,232.0,28.7,,2,221
2025-01-05,Mumbai,168.0,20.0,,2,201
2025-01-06,Mumbai,183.0,24.1,,2,266
2025-01-07,Mumbai,148.0,24.9,,2,254
2025-01-08,Mumbai,192.0,20.0,,2,264
2025-01-09,Mumbai,188.0,23.3,,2,245
2025-01-10,Mumbai,178.0,32.2,,2,256
2025-01-11,Mumbai,134.0,24.9,,2,203
2025-01-12,Mumbai,230.0,18.4,,2,235
2025-01-13,Mumbai,200.0,22.9,,2,269
2025-01-14,Mumbai,221.0,27.0,,2,264
2025-01-15,Mumbai,211.0,23.2,,2,271
2025-01-16,Mumbai,174.0,22.9,,2,269
2025-01-17,Mumbai,166.0,19.1,,2,254
2025-01-18,Mumbai,179.0,28.5,,2,220
2025-01-19,Mumbai,127.0,33.6,,2,202
2025-01-20,Mumbai,234.0,23.1,,2,283
2025-01-21,Mumbai,212.0,28.6,,2,281
2025-01-22,Mumbai,214.0,22.5,,2,269
2025-01-23,Mumbai,187.0,27.6,,2,264
2025-01-24,Mumbai,223.0,29.7,,2,269
2025-01-25,Mumbai,128.0,23.4,,2,204
2025-01-26,Mumbai,144.0,29.4,,0,175
2025-01-27,Mumbai,172.0,18.3,,0,216
2025-01-28,Mumbai,34.0,27.9,,0,232
2025-01-29,Mumbai,285.0,23.4,,0,261
2025-01-30,Mumbai,92.0,31.2,,0,201
2025-01-31,Mumbai,199.0,26.3,,0,245
2025-02-01,Mumbai,87.0,23.2,,0,144
2025-02-02,Mumbai,177.0,27.6,,0,182
2025-02-03,Mumbai,100.0,22.8,,3,261
2025-02-04,Mumbai,196.0,25.8,,3,298
2025-02-05,Mumbai,120.0,23.8,,3,256
2025-02-06,Mumbai,179.0,30.3,,3,280
2025-02-07,Mumbai,141.0,26.0,,3,290
2025-02-08,Mumbai,148.0,22.0,,3,219
2025-02-09,Mumbai,175.0,33.0,,3,246
2025-02-10,Mumbai,169.0,26.2,,3,289
2025-02-11,Mumbai,129.0,28.3,,3,280
2025-02-12,Mumbai,171.0,21.1,,3,301
2025-02-13,Mumbai,203.0,22.9,,3,308
2025-02-14,Mumbai,145.0,22.0,,3,277
2025-02-15,Mumbai,81.0,27.1,,3,207
2025-02-16,Mumbai,109.0,17.0,,3,224
2025-02-17,Mumbai,162.0,24.1,,3,281
2025-02-18,Mumbai,111.0,27.3,,3,269
2025-02-19,Mumbai,186.0,22.0,,3,298
2025-02-20,Mumbai,235.0,28.0,,3,308
2025-02-21,Mumbai,183.0,24.7,,3,296
2025-02-22,Mumbai,154.0,25.1,,3,241
2025-02-23,Mumbai,120.0,21.8,,3,218
2025-02-24,Mumbai,90.0,21.0,,3,273
2025-02-25,Mumbai,125.0,28.0,,3,279
2025-02-26,Mumbai,72.0,28.7,,3,278
2025-02-27,Mumbai,120.0,27.8,,3,271
2025-02-28,Mumbai,175.0,21.2,,3,280
2025-03-01,Mumbai,101.0,25.8,,3,221
2025-03-02,Mumbai,61.0,24.8,,3,226
2025-03-03,Mumbai,118.0,27.2,,0,212
2025-03-04,Mumbai,179.0,21.9,,0,240
2025-03-05,Mumbai,134.0,30.1,,0,221
2025-03-06,Mumbai,94.0,30.9,,0,201
2025-03-07,Mumbai,135.0,22.5,,0,216
2025-03-08,Mumbai,104.0,24.4,,0,160
2025-03-09,Mumbai,179.0,33.7,,0,197
2025-03-10,Mumbai,97.0,26.5,,0,202
2025-03-11,Mumbai,104.0,30.3,,0,212
2025-03-12,Mumbai,112.0,21.6,,0,222
2025-03-13,Mumbai,93.0,26.3,,0,214
2025-03-14,Mumbai,109.0,25.9,Holi,0,288
2025-03-15,Mumbai,136.0,34.1,,0,188
2025-03-16,Mumbai,241.0,25.7,,0,204
2025-03-17,Mumbai,65.0,21.7,,0,217
2025-03-18,Mumbai,113.0,30.2,,0,230
